"leaf.type","tree","geno","shoot","leaf","pb.upper","pb.lower","pb.hole","pb.woody","pb.woody.pred","pb.abort","pb.pred","chew.edge","chew.holes","scrape","fish.eye","tip.miner","edge.miner","mid.miner","fungal","chomp","pinch","thrips","edge.fold","tier","mite"
"live","np2.4",1023,7,2,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,7,3,,,,,,,,1,,1,,,,,,,,,,,
"live","np2.4",1023,7,4,1,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,7,5,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,8,1,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,8,2,,,,,,,,,,,,,,,,,,,,,
"live","np2.4",1023,8,3,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,8,4,,,1,,,,,,,1,,,,,,,,,,,
"live","np2.4",1023,8,5,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,9,1,,,,,,,,,,,,,,,1,,,,,,
"live","np2.4",1023,9,2,,,,,,,,,,,,,,,,,,,,,
"live","np2.4",1023,9,3,,,,,,,,,,,,,,,,1,,,,,
"live","np2.4",1023,9,4,,,,,,,,1,,,,,,,,,,1,,,
"live","np2.4",1023,9,5,,,,,,,,1,,1,,,,,,,,,,,
"live","np2.4",1023,10,1,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,10,2,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,10,3,,,,,,,,1,,,,,,,,,,,,,
"live","np2.4",1023,10,4,,,,,,,,,,,,,,,,,,,,,
"live","np2.4",1023,10,5,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,1,1,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,1,2,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,1,3,,,,,,,,,,,,,,,1,,,,,,
"live","np5.25",996,1,4,,,,,,,,,,1,,,,,1,,,,,,
"live","np5.25",996,1,5,,,1,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,2,1,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,2,2,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,2,3,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,2,4,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,2,5,,,,,,,,,,,,,,,,1,,,,,
"live","np5.25",996,3,1,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,3,2,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,3,3,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,3,4,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,3,5,,,1,,,,,,,,,,,,1,,,,,,
"live","np5.25",996,4,1,,,,,,,,,,,,,,,,1,,,,,
"live","np5.25",996,4,2,,,,,,,,1,,,,,,,,1,,,,,
"live","np5.25",996,4,3,,,,,,,,,,,,,,,,,,1,,,
"live","np5.25",996,4,4,,,,,,,,,,,,,,,,1,,,,,
"live","np5.25",996,4,5,,,,,,,,,1,,,,,,,,,,,,
"live","np5.25",996,5,1,,,,,,,,1,,,,,,,,,,,,,
"live","np5.25",996,5,2,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.25",996,5,3,,,,,,,,,,,,,,,1,,,,,,
"live","np5.25",996,5,4,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,5,5,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,6,1,,,,,,,,1,,1,,,,,,,,,,,
"live","np5.25",996,6,2,,,,,,,,,,,,,,,1,,,,,,
"live","np5.25",996,6,3,,,,,,,,,,,,,,,,1,,,,,
"live","np5.25",996,6,4,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,6,5,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,7,1,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,7,2,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,7,3,,,,,,,,,,,,,,,,,,,,,
"live","np5.25",996,7,4,1,,,,,,,,,,,,,,1,,,,,,
"live","np5.25",996,7,5,1,,,,,,,1,,,,,,,,,,,,,
"live","np5.25",996,8,1,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,8,2,,,,,,,,,,,,,,,,1,,,,,
"live","np5.25",996,8,3,,,,,,,,1,,,,,,,,,,,,,
"live","np5.25",996,8,4,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,8,5,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,9,1,,,,,,,,1,,1,,,,,,,,,,,
"live","np5.25",996,9,2,,,,,,,,,,1,,,,,,,,,,,
"live","np5.25",996,9,3,1,,,,,,,,,,,,,,1,,,,,,
