"leaf.type","tree","geno","shoot","leaf","leaves","fungal","chew.edge","scrape","chomp","pb.upper","pb.pred","pb.lower","pb.hole","pb.woody","pb.woody.pred","pb.abort","chew.holes","thrips","tier","fish.eye","tip.miner","edge.miner","mid.miner","pinch","edge.fold","mite"
"sen","np8.22","T6",1,2,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,3,87,,,1,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,4,87,1,,,,,,,,,,1,,,,,,,,,,
"sen","np8.22","T6",1,5,87,,1,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,6,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,7,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,8,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,9,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,10,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,11,87,,1,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,12,87,,1,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,13,87,1,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,14,87,1,,,,1,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,15,87,1,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,16,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,17,87,1,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,18,87,1,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,19,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,20,87,,1,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,21,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,22,87,,1,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,23,87,1,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,24,87,,,,,,,,,,,,,,,,,,,,,
"sen","np8.22","T6",1,25,87,,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,1,41,,,1,,,,,,,,,,,1,,,,,,,
"sen","np6.05",1023,1,2,41,,,,,1,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,3,41,1,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,4,41,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,5,41,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,6,41,,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,7,41,,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,8,41,,,,,,,,,,,,1,,,,,,,,,
"sen","np6.05",1023,1,9,41,1,,,,2,,,,,,,,,1,,,,,,,
"sen","np6.05",1023,1,10,41,,1,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,11,41,,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,12,41,1,,,,,,,,,,,,1,,,,,,,,
"sen","np6.05",1023,1,13,41,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,14,41,,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,15,41,,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,16,41,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,17,41,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,18,41,,1,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,19,41,1,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,20,41,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,21,41,1,,,,,,1,,,,,,,,,,,,,,
"sen","np6.05",1023,1,22,41,1,,,,,,,,,,1,,,,,,,,,,
"sen","np6.05",1023,1,23,41,1,,,,,,1,,,,,,,,,,,,,,
"sen","np6.05",1023,1,24,41,,,,,,,,,,,,,,,,,,,,,
"sen","np6.05",1023,1,25,41,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,1,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,2,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,3,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,4,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,5,35,,1,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,6,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,7,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,8,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,9,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,10,35,,1,,,,,,,,,,1,,,,,,,,,
"sen","np5.28",1008,1,11,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,12,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,13,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,14,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,15,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,16,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,17,35,,,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,18,35,,1,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,19,35,,,,1,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,20,35,,1,,,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,21,35,1,,,,,,1,,,,,,,,,,,,,,
"sen","np5.28",1008,1,22,35,,,,1,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,23,35,,,,1,,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,24,35,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np5.28",1008,1,25,35,,,,,,,,,,,,,,,,,,,,,
"sen","np4.33",996,0,0,0,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,1,42,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,2,42,,,,,,,,,,,,,,1,,,,,,,
"sen","np4.36",11,1,3,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,4,42,1,1,,,2,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,5,42,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,6,42,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,7,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,8,42,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,9,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,10,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,11,42,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,12,42,,,,1,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,13,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,14,42,1,,1,,1,1,,,,,,,,,,,,,,,
"sen","np4.36",11,1,15,42,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,16,42,1,1,,,1,1,,,,,,1,,,,,,,,,
"sen","np4.36",11,1,17,42,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,18,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,19,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,20,42,,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,21,42,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,22,42,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,23,42,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.36",11,1,24,42,,,,,1,1,,,,,,,,,,,,,,,
"sen","np4.36",11,1,25,42,,,,1,1,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,1,17,,,,,,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,2,17,,,,,,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,3,17,,,,,,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,4,17,,,,,2,2,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,5,17,,,,,1,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,6,17,,,,,,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,7,17,,,,,1,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,8,17,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,9,17,1,1,,,,,,,,,1,,,,,,,,,,
"sen","np6.09",1008,1,10,17,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,11,17,,,,,,,,,,,,,,1,,,,,,,
"sen","np6.09",1008,1,12,17,,,,,,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,13,17,,,,,,,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,14,17,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np6.09",1008,1,15,17,,,,,,,1,,,,,,,,,,,,,,
"sen","np6.09",1008,1,16,17,1,1,,,,,,,,,,,,,,,,,,,
"sen","np2.13",1007,1,1,3,,,,1,1,,,,,,,,,,,,,,,,
"sen","np2.13",1007,1,2,3,,,,,,,,,,,,,1,,,,,,,,
"sen","np2.13",1007,1,3,3,,1,,1,,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,1,46,1,1,,,1,1,,,,,,,,,,,,,,,
"sen","np5.29",11,1,2,46,,,,,2,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,3,46,,1,,,,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,4,46,1,,,,1,,,,,,,,,,,,,1,,,
"sen","np5.29",11,1,5,46,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,6,46,1,,,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,7,46,,,,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,8,46,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np5.29",11,1,9,46,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np5.29",11,1,10,46,1,,,,1,,,,,,,,,1,,,,,,,
"sen","np5.29",11,1,11,46,1,,,,2,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,12,46,1,,1,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,13,46,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np5.29",11,1,14,46,,,1,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,15,46,1,,1,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,16,46,,,,,,,,,,,1,,,,,,,,,,
"sen","np5.29",11,1,17,46,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,18,46,,1,,,1,1,,,,,,1,,,,,,,,,
"sen","np5.29",11,1,19,46,,,1,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,20,46,1,1,1,,1,1,,,,,,1,,,,,,,,,
"sen","np5.29",11,1,21,46,1,,,,1,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,22,46,1,,1,,1,,,,,,,,1,,,,,,,,
"sen","np5.29",11,1,23,46,,1,1,,,,,,,,,,,,,,,,,,
"sen","np5.29",11,1,24,46,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np5.29",11,1,25,46,1,,1,,1,,,,,,,,,,,,,,,,
"sen","np2.21",1000,1,1,7,1,,,,1,,,,,,,,,,,,,,,,
"sen","np2.21",1000,1,2,7,,1,,,1,,,,,,,,,,,,,,,,
"sen","np2.21",1000,1,3,7,,,,,1,,,,,,,,,,,,,1,,,
"sen","np2.21",1000,1,4,7,,,,,1,,,,,,,,,,,,,,,,
"sen","np2.21",1000,1,5,7,,,1,,1,,,,,,,,,,,,,,,,
"sen","np2.21",1000,1,6,7,,,,,,,,,,,,,,,,,,,,,
"sen","np2.21",1000,1,7,7,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.07",1000,1,1,7,,,,,1,,,,,,,,,,,,,,,,
"sen","np2.07",1000,1,2,7,,1,,,,,,,,,,,,,,,1,,,,
"sen","np2.07",1000,1,3,7,1,,,,1,,,,,,,,,,,,,,,,
"sen","np2.07",1000,1,4,7,,,,,,,,,,,,,,,,,,,,,
"sen","np2.07",1000,1,5,7,1,,,,,,,,,,,,,,,,,,,,
"sen","np2.07",1000,1,6,7,,1,,,1,,,,,,,,,,,,,,,,
"sen","np2.07",1000,1,7,7,,1,1,,1,1,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,1,28,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,2,28,,,,,,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,3,28,1,,,,1,,,,,,1,,,,,,,,,,
"sen","np7.05",1017,1,4,28,1,,,,1,,,,,,,,,,,,1,,,,
"sen","np7.05",1017,1,5,28,,,,,,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,6,28,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,7,28,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,8,28,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,9,28,1,1,,,1,1,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,10,28,,,,,,,,,,,,,,1,,,,,,,
"sen","np7.05",1017,1,11,28,1,,,,2,,,,,,,,,1,,,,,,,
"sen","np7.05",1017,1,12,28,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,13,28,1,,,1,,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,14,28,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,15,28,,1,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,16,28,,,1,,,,1,,,,,,,,,,,,,,
"sen","np7.05",1017,1,17,28,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,18,28,1,,,,,,1,,,,,,,,,,,,,,
"sen","np7.05",1017,1,19,28,1,,,,2,1,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,20,28,,,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,21,28,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,22,28,1,,,,1,1,,,,,,,1,,,,,,,,
"sen","np7.05",1017,1,23,28,,,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,24,28,,1,,,1,,,,,,,,,,,,,,,,
"sen","np7.05",1017,1,25,28,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,1,23,,,,,,,,,,,,,,1,,,,,,,
"sen","np7.07",1000,1,2,23,,1,,,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,3,23,,,,,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,4,23,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,5,23,,,,1,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,6,23,,,,,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,7,23,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,8,23,1,1,,,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,9,23,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,10,23,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,11,23,,1,,1,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,12,23,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,13,23,,,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,14,23,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,15,23,1,,,,,,1,,,,,,,,,,,,,,
"sen","np7.07",1000,1,16,23,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,17,23,1,,,,1,1,,,,,,1,,,,,,,,,
"sen","np7.07",1000,1,18,23,,,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,19,23,1,,,1,1,1,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,20,23,,,,,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,21,23,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,22,23,,1,,,,,,,,,,,,,,,,,,,
"sen","np7.07",1000,1,23,23,1,,,,2,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,1,27,,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,2,27,,,,,,,,,,,,,,1,,,,,,,
"sen","np4.23",1023,1,3,27,,,,,1,1,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,4,27,,,,,,,,,,,,,1,,,,,,,,
"sen","np4.23",1023,1,5,27,,,,,1,,,,,,,1,,,,,,,,,
"sen","np4.23",1023,1,6,27,1,,,,2,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,7,27,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,8,27,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,9,27,,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,10,27,,,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,11,27,1,,,,1,,,,,,,,1,,,,,,,,
"sen","np4.23",1023,1,12,27,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,13,27,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,14,27,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,15,27,,,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,16,27,,,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,17,27,1,,,,1,,,,,,,,,1,,,,,,,
"sen","np4.23",1023,1,18,27,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,19,27,,,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,20,27,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,21,27,,,,,,,,,,,,,,,1,,,,,,
"sen","np4.23",1023,1,22,27,,2,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,23,27,,,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,24,27,,,,,,,,,,,,,,,,,,,,,
"sen","np4.23",1023,1,25,27,,,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,1,79,,,,,,,,,,,,1,,,,,,,,,
"sen","np6.29",11,1,2,79,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np6.29",11,1,3,79,,,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,4,79,1,,,,1,,,,,,,,1,,,,,,,,
"sen","np6.29",11,1,5,79,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,6,79,,,1,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,7,79,1,,1,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,8,79,1,1,,,,,,,,,,,1,,,,,,,,
"sen","np6.29",11,1,9,79,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,10,79,,1,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,11,79,,,1,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,12,79,,,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,13,79,,1,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,14,79,,,,1,,,,,,,,,1,,,,,,,,
"sen","np6.29",11,1,15,79,,1,,,,,,,,,,,,,,,1,,,,
"sen","np6.29",11,1,16,79,,1,,,1,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,17,79,1,1,,,2,2,,,,,,,,,,,,,,,
"sen","np6.29",11,1,18,79,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,19,79,,,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,20,79,1,,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,21,79,,,,,,,,,,,,1,,,,,,,,,
"sen","np6.29",11,1,22,79,1,,,,1,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,23,79,,,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,24,79,,,,,,,,,,,,,,,,,,,,,
"sen","np6.29",11,1,25,79,1,,1,,1,1,,,,,,,,,,,,,,,
"sen","np4.30",996,1,1,21,,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,2,21,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,3,21,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,4,21,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,5,21,,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,6,21,1,,,,,,,,,,1,,,,,,,,,,
"sen","np4.30",996,1,7,21,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,8,21,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,9,21,1,1,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,10,21,,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,11,21,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,12,21,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,13,21,,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,14,21,,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,15,21,,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,16,21,1,,,,,,,,,,1,,,,,,,,,,
"sen","np4.30",996,1,17,21,1,,,,,,,,,,1,,,,,,,,,,
"sen","np4.30",996,1,18,21,1,,,,,,,,,,1,,,,,,,,,,
"sen","np4.30",996,1,19,21,,,,,,,,,,,,,,,,,,,,,
"sen","np4.30",996,1,20,21,1,,,,,,,,,,1,,,,,,,,,,
"sen","np4.30",996,1,21,21,,,,1,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,1,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,2,28,1,1,1,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,3,28,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,4,28,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,5,28,,,,,,,,,,,,,,1,,,,,,,
"sen","np4.13",1008,1,6,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,7,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,8,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,9,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,10,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,11,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,12,28,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,13,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,14,28,,1,1,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,15,28,,,,,,,1,,,,,,,,,,,,,,
"sen","np4.13",1008,1,16,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,17,28,1,1,,,,,,,,,,1,,,,,,,,,
"sen","np4.13",1008,1,18,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,19,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,20,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,21,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,22,28,1,,1,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,23,28,,1,1,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,24,28,1,1,1,,,,,,,,,,,,,,,,,,
"sen","np4.13",1008,1,25,28,,,1,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,1,135,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,2,135,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,3,135,,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,4,135,,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,5,135,,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,6,135,,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,7,135,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,8,135,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,9,135,,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,10,135,,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,11,135,,1,,,,,,,,,,1,,,,,,,,,
"sen","np12.07",1017,1,12,135,,,,,1,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,13,135,,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,14,135,,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,15,135,1,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,16,135,,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,17,135,,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,18,135,1,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,19,135,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,20,135,,,,1,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,21,135,,1,1,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,22,135,,1,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,23,135,,,1,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,24,135,,,,,,,,,,,,,,,,,,,,,
"sen","np12.07",1017,1,25,135,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,1,307,,,1,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,2,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,3,307,,,1,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,4,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,5,307,,,1,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,6,307,1,,,,1,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,7,307,1,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,8,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,9,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,10,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,11,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,12,307,1,,,,1,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,13,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,14,307,1,,,,1,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,15,307,,1,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,16,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,17,307,,1,1,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,18,307,1,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,19,307,,,,,,,,,,,,,,,,,,,,,
